5.448535919189453125e+00,5.237452983856201172e-01
8.124811172485351562e+00,6.152154207229614258e-01
8.307659149169921875e+00,6.136874556541442871e-01
1.121936702728271484e+01,7.158423662185668945e-01
1.028156280517578125e+01,7.031580209732055664e-01
1.008272743225097656e+01,7.194328904151916504e-01
1.024079704284667969e+01,8.162180781364440918e-01
9.806554794311523438e+00,8.583451509475708008e-01
1.034150028228759766e+01,7.872048020362854004e-01
8.380779266357421875e+00,8.581051826477050781e-01
8.279359817504882812e+00,8.443790674209594727e-01
8.779734611511230469e+00,8.794705867767333984e-01
1.023429489135742188e+01,1.001166343688964844e+00
6.124734401702880859e+00,8.933680653572082520e-01
